식품명,calories,protein,fat,carbohydrates,당류,나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),carbohydrates_cluster,protein_cluster,fat_cluster,calories_cluster
가래떡,0.7505128798249008,-0.4534095378080777,-0.7501588105159748,2.473349191654886,0.0,241.0,0.0,0.19,0.0,2,0,0,1
가오리찜,-0.23719770572389212,2.3746991890856424,-0.6068491667718455,-0.975057310560138,0.06,151.0,91.28,0.26,0.0,0,2,0,0
가오리콩나물찜,-1.0124974126600415,-0.6474800868588919,-0.6964176941119263,-0.7327842399168824,0.69,111.0,4.13,0.15,,0,0,0,0
가오리회무침,-0.821327621908662,-0.3313329021148235,-0.756672885231617,-0.49608982550554376,3.54,164.0,16.06,0.09,,0,0,0,0
가자미 매운탕,-0.991256324798777,-0.3782854543045366,-0.7013032501486579,-0.8921744179716559,0.36,113.0,18.0,0.14,,0,0,0,0
가자미구이,0.2725884029464526,1.2321870858026234,0.4370313064098241,-0.704890958757297,0.03,291.0,63.9,1.22,,0,1,1,1
가자미식해,0.10265970005633769,0.668756459526066,-0.04989577858443364,-0.08406621523395423,3.71,685.0,73.81,0.7,0.03,0,1,0,1
가자미조림,-0.39650586468337484,0.8424809026280045,-0.422826556054952,-0.7216269274530482,0.82,345.0,48.94,0.43,,0,1,0,0
가자미찜,-0.4920907600590645,0.7798774997083872,-0.5156521207528539,-0.789367753126327,0.83,345.0,49.28,0.34,,0,1,0,0
가자미튀김,-0.3221620571689496,-0.2687294991952061,0.23183795286709347,-0.7813982442235883,0.0,215.0,21.52,0.99,,0,0,1,0
가죽나물무침,-0.5133318479203288,-0.1544782888669041,-0.6133632414874877,-0.21078140678749915,3.81,276.0,0.0,0.19,0.01,0,0,0,0
가지김치,-0.9381536051456161,-0.7382550210923373,-0.7078173248643003,-0.5160135977623904,2.45,1592.0,5.54,0.15,,0,0,0,0
가지나물,-0.9317812787872368,-0.8346642615885482,-0.5856784239460081,-0.6264709911543485,2.172,306.2,0.0,0.24,0.0,0,0,0,0
가지냉국,-1.118702851966363,-0.8947635283913811,-0.7697010346629015,-0.7391598470390733,1.4,654.0,0.0,0.08,,0,0,0,0
가지볶음,-0.9487741490762482,-0.9260652298511897,-0.4798247098168217,-0.7439415523807166,1.55,207.0,0.01,0.33,,0,0,0,0
가지전,-0.41774695254463917,-0.6261949298662219,-0.06715807658088557,-0.39519584279687214,1.064,355.0,36.396,0.928,0.1,0,0,0,0
가지찜,-0.04602791497251285,-0.1904752455456842,0.18623942985759773,-0.19683476620770657,2.64,401.5,15.81,2.345,,0,0,1,1
가지탕수,0.3752536612965819,-0.7121702698236605,0.26549400561886244,0.7410436062306061,4.346666667,244.6666667,0.0,1.026666667,,1,0,1,1
간자장,0.12036060696140953,-0.33915832747977565,-0.23120419144885873,0.6289391815300494,1.853333333,406.0,6.303333333,0.966666667,0.035,1,0,0,1
간재미회무침,-0.821327621908662,-0.3266376468958522,-0.756672885231617,-0.49608982550554376,3.57,164.0,16.06,0.09,,0,0,0,0
갈매기살구이,1.993116519708866,3.155676640507871,2.847238951197455,-0.9894024265850677,0.0,124.0,96.84,9.82,0.05,0,2,2,2
돼지갈비구이,1.8019467289574866,1.997513686494947,2.650188191049277,-0.5510794369344406,5.7,389.0,59.95,7.61,0.09,0,2,2,2
소갈비구이,1.6001563942754753,2.5992888970597705,2.1274336951189863,-0.6642464633533298,3.475,424.5,71.61,6.9,0.41,0,2,2,2
양념소갈비구이,2.1842863104602452,2.067942514779517,3.0540608234190953,-0.31597892430364966,4.63,459.0,62.21,9.07,1.17,0,2,2,2
양념돼지갈비구이,2.0887014150845555,1.7611858404733913,2.998691188336137,-0.28410088869269495,4.53,366.0,39.01,8.67,1.47,0,1,2,2
돼지갈비찜,0.5062403694203605,2.1305459176991346,0.2367235089038252,-0.3821258481963807,3.57,380.0,54.43,2.67,0.17,0,2,1,1
소갈비찜,0.18231377953607905,1.0608102703101707,0.3026785153997028,-0.5251785330005398,1.24,286.5,44.985,2.49,0.265,0,1,1,1
갈비탕,-0.7894659901167655,-0.4596698781000394,-0.3511717341828874,-0.8802201546175479,0.16,128.6,15.054,1.056,0.06,0,0,0,0
갈치구이,0.044246708437860695,0.5537227066612689,0.44680241848328756,-0.7688462677017749,0.03,302.25,39.24,1.7425,,0,1,1,1
갈치젓,0.2619678590158204,1.36365423193382,-0.00592577425384842,-0.1924515363112003,4.91,5023.0,112.27,1.87,0.03,0,1,0,1
갈치조림,-0.4035862273391981,0.19610076748295394,-0.2740885167687381,-0.573394061862109,2.036666667,275.6666667,28.11,0.926666667,,0,1,0,0
갈치찌개,-0.8930162934404293,-0.3943275763026886,-0.6015564810653861,-0.818456460621323,0.83,212.75,13.25,0.3925,0.0,0,0,0,0
갈치튀김,-0.4920907600590645,-0.346983752844728,0.0575864542236634,-0.8642811368120705,0.0,172.0,17.96,1.06,,0,0,0,0
감바스 알 아히요,1.904611987307616,0.3119170628842463,2.790240797435585,0.3523972226050175,1.566666667,555.0,25.92333333,3.313333333,0.066666667,1,1,2,2
감자 된장국,-0.9806357808681448,-0.691302468902624,-0.7078173248643003,-0.692936695403189,0.36,207.0,5.18,0.13,,0,0,0,0
감자 소고기찌개,-0.7823856274609423,-0.5452278621423527,-0.4439972988807893,-0.6953275480740105,0.67,288.3333333,6.59,0.663333333,,0,0,0,0
감자 호박된장국,-1.05497958838257,-0.7382550210923373,-0.7631869599472593,-0.7319872890266086,0.55,377.0,9.39,0.09,,0,0,0,0
찐감자,-0.5770551115041219,-0.7288645106543946,-0.8071569642778444,0.18450623478833902,0.86,3.0,0.0,0.03,0.0,1,0,0,0
감자구이,-0.25047338563718236,-0.7722956214298792,-0.1944268113377459,0.16079694580269152,0.6375,81.5,2.515,1.02,,1,0,0,0
감자국,-0.9169125172843517,-0.7460804464572894,-0.5889354613038292,-0.6905458427323673,0.13,91.0,5.22,0.465,,0,0,0,0
감자그라탕,0.13806151280442674,-0.48262445922273534,0.35289117461182784,0.1369548314030147,2.056666667,357.0,4.686666667,1.806666667,,1,0,1,1
감자밥,0.06017752433380896,-0.691302468902624,-0.8104140016356656,1.2556082313164167,0.01,2.0,0.0,0.05,,1,0,0,1
감자범벅,-0.31862187589414065,-0.7069533196325285,-0.8250706697458606,0.7184633312718303,4.2,599.0,0.0,0.04,,1,0,0,0
감자볶음,-0.6662676805214323,-0.8618967418585818,-0.5049038974720443,-0.24281883257650871,0.826,191.8,0.0,0.294,0.03,0,0,0,0
감자볶음,-0.821327621908662,-0.6600007674428154,-0.5482224943310652,-0.5901300305578601,0.44,162.0,4.92,0.36,,0,0,0,0
감자샐러드,0.4000349301140388,-0.640437204030435,0.8046693981738832,0.2319248127596342,3.115,310.0,14.7725,1.5925,,1,0,1,1
감자샐러드 샌드위치,-0.16993426118390637,-0.5869634639844256,-0.059124051152544106,0.060713196764781985,2.27,216.6666667,24.92333333,1.213333333,,1,0,0,0
감자스프,-0.36110405161666936,-0.6234821157918746,-0.11503652574085599,-0.25939541109420516,2.643333333,20.0,12.54666667,2.536666667,,0,0,0,0
감자연근튀김,0.2619678590158204,-0.4721905586839629,-0.1313217125299617,0.8005492729700384,0.38,405.0,42.18,0.85,,1,0,0,1
감자전,-0.3795129943943634,-0.7726868926981268,-0.2462951312610472,-0.056651104608533245,0.486,161.6,9.704,0.574,0.05,0,0,0,0
감자조림,-0.30304507809381165,-0.7420112252675143,-0.4071927767374106,0.2857189978531203,3.258,313.4,0.0,0.38,0.02,1,0,0,0
감자탕,-0.723618617746846,-0.38298070952350793,-0.35768580889852963,-0.7509547202151265,0.384,194.0,16.696,0.752,0.01,0,0,0,0
감자튀김,0.2640919678019467,-0.6740865330997293,0.31554381296309636,0.5099809783761866,0.074,338.8,0.0,1.214,0.07,1,0,1,1
몬스터 치즈 프라이,1.536433130691682,-0.1998657559836268,2.0557788732469215,0.7240419875037474,3.56,334.0,11.18,3.37,0.08,1,0,2,2
웨지감자,0.5487225451428893,-0.5238383660926473,0.726907631255904,1.5584495696204865,1.635,486.5,0.02,0.87,0.0,1,0,1,1
갑오징어무침,-0.7894659901167655,-0.2358627126624069,-0.7127028809010318,-0.5423129771414281,3.06,225.0,94.82,0.12,,0,0,0,0
갓김치,-0.9275330612149839,-0.5567051526254465,-0.7680725159839908,-0.4482727720891117,2.46,720.0,0.0,0.08,0.01,0,0,0,0
강낭콩밥,-0.1363025383828864,-0.7147787449974807,-0.7933145555071046,0.9089345940472847,0.075,1.5,0.0,0.075,,1,0,0,1
개고기 수육,1.0797497416744983,1.405911528904562,1.9596962711911985,-0.7646622755278372,0.1,54.0,32.25,3.45,,0,1,2,1
개고기무침,-0.035407371041880666,0.12723702427137462,0.6031402116587015,-0.7120635167697619,0.9,111.0,13.49,1.64,,0,1,1,1
개고기전골,-0.5345729357815932,-0.19673558583764597,-0.014068367648401196,-0.8244335922983772,0.53,109.0,8.91,1.02,,0,0,0,0
개피떡(바람떡),0.8673388630618547,-0.23429762758941636,-0.7013032501486579,2.5187753924004967,7.62,286.0,0.0,0.26,0.01,2,0,0,1
건갈치조림,-0.3009209693076852,0.6859723953289607,-0.23391838930132694,-0.7184391238919527,1.9,1051.0,45.24,1.0,,0,1,0,0
건꼴뚜기조림,1.7382234653736937,3.5344272281715567,1.3734295467833968,-0.20360884877503435,1.55,1038.0,513.3,1.96,,0,2,1,2
건새우 미역국,-1.0310833645386477,-0.4721905586839629,-0.6646615798731703,-0.936205954659287,0.0,361.5,22.55,0.17,,0,0,0,0
건새우볶음,-0.5664345675734898,0.04585260047587193,-0.45865396699098443,-0.5614397985080009,1.46,510.0,41.92,0.37,,0,0,0,0
건표고버섯볶음,-0.9275330612149839,-0.7492106166032704,-0.5091380460372117,-0.41320693291706156,0.66,146.0,0.01,0.23,,0,0,0,0
검정콩밥,0.0017645327153319671,-0.60522278988815,-0.7236953819836781,1.0232970468015845,0.295,1.0,0.0,0.1425,,1,0,0,1
배추겉절이,-0.7363632704636046,-0.7100834897785094,-0.4847102658535533,-0.4873233657125312,1.3,328.0,2.9,0.42,0.06,0,0,0,0
게국지,-0.9169125172843517,-0.42836817664023064,-0.6540762084602517,-0.7821951951138623,0.98,368.0,35.29,0.18,0.02,0,0,0,0
게맛살튀김,0.94168267057628,-0.11222099189616234,0.5689413194015794,1.0850607407978092,1.57,440.0,24.1,1.41,,1,0,1,1
게살죽,-0.5664345675734898,-0.7163438300704711,-0.6882751007173735,0.05779104323479412,0.02,182.0,6.27,0.26,0.01,1,0,0,0
간장게장,-0.3858853207527427,0.8503063279929567,-0.4570254483120738,-0.6554800035603173,2.93,910.0,140.73,0.63,0.07,0,1,0,0
양념게장,-0.14161281034820247,0.8487412429199663,-0.29580209909992833,-0.36857768306172495,4.93,607.0,61.44,0.25,0.01,0,1,0,1
게조림,-0.7151221826023403,0.7407503728836262,-0.7526015885343406,-0.9403899468332249,0.385,410.0,21.045,0.12,,0,1,0,0
겨자채,-0.0035457392499841233,-0.07309386507140142,0.6031402116587015,-0.681380907494218,2.48,323.0,49.39,3.39,,0,0,1,1
넛츠앤푸르츠,4.520805975199325,1.6719759913129364,5.27373178277419,1.976848787014267,17.5,5.0,0.0,3.75,0.0,2,1,2,2
깨경단,1.6479488419633201,-0.22803728729745462,-0.24206098269587978,3.483085969631876,13.625,191.5,0.0,0.725,0.0,2,0,0,2
콩경단,2.01435760757013,-0.5175780258006856,-0.7583014039105276,4.888110389184705,20.55,226.0,0.0,0.19,0.0,2,0,0,2
계란 덮밥,0.3150705786689813,-0.33485434352905197,-0.17325606851190853,0.8814397883328361,1.275,135.0,51.2075,1.075,0.01,1,0,0,1
계란빵,0.35755275439151,-0.1330887928171986,-0.5189091581106752,1.169803185197947,1.356666667,192.3333333,62.36333333,0.6,,1,0,0,1
삶은고구마,0.08141861219507333,-0.6834770435376719,-0.8136710389934867,1.3926837844435223,18.43,79.0,0.0,0.02,0.0,1,0,0,1
찐고구마,0.15576241970949858,-0.8055536792309261,-0.79412881484656,1.5759824892065115,16.32,10.0,0.0,0.05,0.01,1,0,0,1
고구마깻잎튀김,0.47437873762846405,-0.6600007674428154,-0.181805791576189,1.375150864857497,4.94,354.0,21.97,0.72,,1,0,0,1
고구마맛탕,0.5890806120792917,-0.9191788555300319,-0.12839037890792257,1.7226214530169035,11.818,17.6,0.0,0.682,0.0,1,0,0,1
고구마밥,0.15576241970949858,-0.7069533196325285,-0.7762151093785438,1.4149984093711903,1.6,2.0,0.0,0.1,,1,0,0,1
고구마전,1.0903702856051305,-0.6099180451071214,0.4663446426302143,1.856509202582913,14.26,87.0,0.0,1.19,0.06,2,0,1,1
고구마조림,0.45313764976719967,-0.6756516181727198,-0.7360449819111327,2.062653833132737,11.03666667,842.0,0.0,0.123333333,,2,0,0,1
고구마줄기나물,-0.9062919733537196,-0.8321601254717635,-0.4928528592481062,-0.6985153516351061,0.21,129.0,0.02,0.2,,0,0,0,0
고구마튀김,0.9183174739288893,-0.7069533196325285,0.5096632394892352,1.4746103359636757,6.3,62.0,16.016,1.298,0.05,1,0,1,1
고기만두,-0.22126688982794385,-0.12787184262606666,-0.5030311009912972,0.14047469810070784,0.1325,201.25,5.8925,0.4325,,1,0,0,0
고들빼기김치,-0.43544785913109463,-0.5973973645231979,-0.6562475666445151,0.20947736241793663,4.736666667,994.6666667,3.283333333,0.13,0.0,1,0,0,0
고등어구이,0.5354468652295991,0.8060926746809768,1.0896601669832313,-0.6841702356101765,0.0,219.25,34.0975,2.85,,0,1,1,1
고등어조림,-0.3221620571689496,0.24774857489163837,-0.13783578724560394,-0.6116477045952545,2.02,310.0,22.26,1.09,,0,1,0,0
고등어찌개,-0.6974212760158849,-0.27655492456015823,-0.34465765946724514,-0.7909616549068748,1.01,272.3333333,14.97,0.68,0.05,0,0,0,0
고등어찜,-0.3434031450302139,0.279050276351447,-0.038496147832059666,-0.7558958157348244,1.02,159.0,22.36,1.15,,0,1,0,0
고등어튀김,0.34693221046087785,0.28426722654257897,0.9549002463033825,-0.651229598838755,0.06,351.0,31.13,2.193333333,,0,1,1,1
고디국(다슬기맑은국),-1.1399439398276274,-0.8478109762016678,-0.7175884369377635,-0.8860644611196579,0.23,96.0,1.02,0.07,,0,0,0,0
고사리나물,-0.8531892537005586,-0.691302468902624,-0.3548359012104361,-0.7602790456313309,0.2675,627.75,0.0025,0.475,,0,0,0,0
고사리나물무침,-0.3646442328914783,-0.4753207288299438,0.06572904761821619,-0.5112318924207472,0.5,441.0,0.0,0.7,0.02,0,0,0,0
고추잡채,-0.5168720291951377,-0.12421997750792514,-0.21491900465975308,-0.651229598838755,1.693333333,195.6666667,18.37666667,0.923333333,,0,0,0,0
고추잡채 꽃빵키트,0.46375819369783183,-0.008925377078793458,0.08201423440732188,0.7814224516034658,4.77,199.0,9.81,1.21,0.04,1,0,0,1
고추장볶음,2.244469393087846,0.37086860068572236,2.149147276961621,1.9465646531838598,15.96666667,1612.0,27.66333333,4.903333333,,2,1,2,2
고추장아찌,-0.0035457392499841233,-0.6928675539756145,-0.730616586369048,1.4978813019596724,11.38,2026.0,0.0,0.11,0.0,1,0,0,1
고추장아찌 무침,-0.6620194629491793,-0.8321601254717635,-0.6866465820384628,0.09684163685821365,4.8,697.0,0.0,0.15,,1,0,0,0
고추장찌개,-0.7629146302901851,-0.40567444308186934,-0.556365087725618,-0.5682138810753288,1.315,182.5,5.815,0.445,,0,0,0,0
고추전,0.8938902228884352,0.5458972812963166,1.287118056801137,0.06615902758266975,1.155,143.0,72.475,2.845,0.06,1,1,1,1
고추조림,-0.644318556362724,-0.696519419093756,-0.48036754932217457,-0.28967954492461206,3.113333333,534.3333333,2.37,0.3,0.0,0,0,0,0
고추튀김,0.8434426392179324,-0.12395912994359051,0.7342359653110015,0.7694681882493579,1.1675,261.5,42.2025,1.805,0.1,1,0,1,1
고춧가루 양념장,0.16638296364013078,-0.14352269335597098,0.33769166699628,0.1350952795913593,1.95,1416.0,0.0,1.12,,1,0,1,1
고춧잎나물,-0.5956410633827283,-0.2961184879725387,-0.4040985912474806,-0.3032277100592678,0.3375,282.5,0.0,0.4625,,0,0,0,0
고춧잎나물무침,-0.3858853207527427,-0.37672036923154617,-0.06943800273136025,-0.44269411585719465,1.51,797.0,0.0,0.74,0.09,0,0,0,0
곤드레나물밥,0.2619678590158204,-0.6067878749611405,-0.3918847011556514,1.2404661644012136,0.0,26.0,0.0,0.26,0.0,1,0,0,1
곤약무침_마요네즈,-0.43898804040590356,-0.9573669313109985,0.42074611962071856,-0.7232208292335959,1.12,119.0,2.79,1.15,,0,0,1,0
곤약조림,-0.9275330612149839,-0.9182398044862375,-0.5522937910283416,-0.5192014013234859,1.7775,285.5,0.0,0.27,,0,0,0,0
골뱅이무침,-0.39650586468337484,-0.28281526485212,-0.7175884369377635,0.19885135081326863,4.01,379.0,12.06,0.13,,1,0,0,0
곰치국,-0.874430341561823,-0.21708169178652165,-0.6410480590289672,-0.8212457887372816,0.28,380.0,47.65,0.14,0.01,0,0,0,0
곰탕,-0.6301578311572829,-0.3835024044956687,-0.42146945721014384,-0.554798541115617,0.281666667,270.5,11.53333333,0.811666667,0.04,0,0,0,0
소곱창구이,0.6336868965879467,1.2634887872624323,1.0770391472216747,-0.6363531821937445,1.11,1315.0,196.11,4.11,0.31,0,1,1,1
돼지곱창볶음,0.3363116665302457,0.25792162786607614,0.25545147371129656,0.2765540626149707,4.93,406.5,81.03,2.29,0.01,1,1,1,1
곱창전골,-0.821327621908662,-0.508187515362743,-0.408169887944757,-0.7997281146998872,0.77,111.0,42.7,0.71,,0,0,0,0
대한곱창 곱창전골,0.16638296364013078,-0.16073862915886586,0.6503672533471075,-0.32235453142584064,1.08,320.0,38.93,4.28,0.08,0,0,1,1
소곱창순대전골,-0.523952391850961,-0.4487142825891063,-0.37397099568763525,-0.34546610724378285,1.98,334.0,37.73,0.66,0.05,0,0,0,0
곱창전골_소고기,-0.3858853207527427,0.01768106916204397,-0.09223726423610819,-0.6236019679493625,0.38,297.0,75.53,1.38,0.08,0,0,0,0
과일샐러드,-0.39119559271805876,-0.9765392234551314,0.04130126743455785,-0.19743247937541197,7.7725,37.75,1.685,0.7975,,0,0,0,0
광어 매운탕,-0.6567091909838633,0.33382825390611226,-0.5498510130099757,-0.7909616549068748,0.69,54.5,12.28,0.265,,0,1,0,0
굴국밥,-0.20533607393199557,-0.04648741883056399,-0.38699914511891964,0.0721361592597237,0.05,252.0,79.75,0.6,0.02,1,0,0,0
돼지국밥,-0.5133318479203288,-0.20143084105661718,-0.3088302485312127,-0.5152166468721165,0.0,91.0,11.88,0.7,0.02,0,0,0,0
돼지머리국밥,0.13452133184823423,-0.01831588751673602,0.007102375177436079,0.2586226675838087,0.16,181.0,23.82,1.47,0.03,1,0,0,1
소고기국밥,-0.821327621908662,-0.5801814287203031,-0.6443050963867883,-0.5263739593359508,0.4,255.0,5.98,0.33,0.01,0,0,0,0
순대국밥,-0.523952391850961,-0.5707909182823605,-0.46191100434880555,-0.1844820274084615,0.17,126.0,48.69,1.26,0.01,0,0,0,0
콩나물국밥,-0.7682249022555012,-0.8399855508367157,-0.79412881484656,-0.1406497284433989,0.0,172.0,0.0,0.12,0.0,0,0,0,0
김치말이국수,-0.7894659901167655,-0.730429595727385,-0.7029317688275686,-0.3207606296452929,1.38,354.0,14.83,0.18,0.0,0,0,0,0
막국수,-0.31154151323831736,-0.4565397079540585,-0.654890467799707,0.37816530112488894,2.91,365.5,4.925,0.28,0.01,1,0,0,0
비빔국수,-0.23719770572389212,-0.5958322794502074,-0.67850398864391,0.6196414208778706,4.11,239.0,1.01,0.2,0.0,1,0,0,0
열무국수,-0.5186421198856449,-0.672521448026739,-0.6044063887534795,-0.0035741753162936408,1.1475,305.75,10.4825,0.255,0.01,0,0,0,0
잔치국수,-0.8531892537005586,-0.7648614673331747,-0.7534158478737959,-0.37017158484227264,0.04,216.0,0.6,0.16,0.0,0,0,0,0
쟁반막국수,-0.05664845890314503,-0.02144605766271697,-0.09060874555719767,0.009177038928088249,8.12,513.0,18.97,0.88,0.04,0,0,0,1
국수전골,-0.3858853207527427,-0.5347939616035804,-0.5351943448997807,0.14864344472601507,1.09,298.0,3.89,0.47,,1,0,0,0
군만두,1.0054059341600732,0.26339942562154267,0.6731665148518555,0.9981930937579576,0.44,237.0,6.66,2.67,,1,1,1,1
굴 두부찌개,-1.0974617641050988,-0.7226041703624329,-0.7257310303323163,-0.8937683197522036,0.44,98.0,4.11,0.1,,0,0,0,0
굴 미역국,-1.1505644837582598,-0.7695567225521459,-0.756672885231617,-0.8602963823607012,0.12,382.0,1.46,0.09,,0,0,0,0
굴국,-1.1257832146221864,-0.7539058718222417,-0.7257310303323163,-0.9338815145360899,0.14,216.0,2.276666667,0.106666667,,0,0,0,0
굴무침,-0.5027113039896967,-0.02144605766271697,-0.4570254483120738,-0.4299429016128128,2.74,204.0,28.38,0.61,0.03,0,0,0,0
굴밥,-0.024786827111248487,-0.39393630503444105,-0.5156521207528539,0.6969456572344359,0.66,126.0,10.38,0.36,,1,0,0,1
굴비구이,2.8427600341594403,5.7271114154311595,2.795126353472317,-0.9538052867929366,0.0,402.3333333,147.15,4.873333333,,0,2,2,2
굴전,0.5593430890735215,0.43295030847667065,0.7041083697511561,-0.0017146235046382615,1.02,289.0,84.48333333,1.753333333,0.1,0,1,1,1
굴죽,-0.18409498607073121,-0.691302468902624,-0.34628617814615564,0.32397264058626596,0.19,196.0,1.12,0.48,,1,0,0,0
굴찜,0.18762405150139513,0.7016232460588653,-0.17529171686054676,0.23949584621723585,7.17,923.0,32.76,0.61,,1,1,0,1
귀리밥,0.4000349301140388,-0.4565397079540585,-0.6915321380751945,1.7409513234932021,0.09,0.0,0.0,0.16,0.0,1,0,0,1
근대 된장국,-1.1930466594807885,-0.9221525171687137,-0.782729184094186,-0.8792239660047055,0.3275,214.0,0.0675,0.05,,0,0,0,0
근대나물,-0.7576043583248689,-0.6756516181727198,-0.367456920971993,-0.5777772917586151,0.485,592.0,0.0,0.45,,0,0,0,0
기스면,-0.6726400068798115,-0.4753207288299438,-0.6589617644969833,-0.296055152046803,0.05,276.0,41.65,0.21,0.0,0,0,0,0
기장밥,0.0644257419060619,-0.6712693799683465,-0.785660517716225,1.2541737197139238,0.044,1.8,0.0,0.066,0.0,1,0,0,1
롤링넛츠,2.173665766529613,-0.12787184262606666,1.7561314363273786,2.2079645451936885,9.1,225.0,,11.0,,2,0,1,2
우리쌀 막걸리로 만든 초당옥수수빵,0.8673388630618547,-0.30785662601996705,-0.704560287506479,2.5626076913655598,13.33,333.0,0.0,0.0,0.0,2,0,0,1
카라멜아몬드,3.458751582136107,0.6077181416794388,3.2217982473468836,2.638318025941577,12.1,256.0,,6.3,,2,1,2,2
기피편,1.0160264780907053,-0.2139515216405407,-0.7925002961676494,2.892545359938941,2.08,281.0,0.0,0.13,0.0,2,0,0,1
조미김,3.6711624607487505,2.125850662480163,4.08491314716948,1.2994405302814795,0.2,4011.0,0.0,3.0,0.2,1,2,2,2
김국,-1.1771158435848401,-0.9260652298511897,-0.7892432588098284,-0.8280198713046095,0.26,116.5,10.16,0.085,,0,0,0,0
김말이튀김,0.3929545671395991,-0.8392030083002204,0.26169412859283653,0.8725405031257943,0.508333333,262.5,10.24,0.973333333,0.075,1,0,1,1
김무침,0.1947044144758348,0.8221347966791289,0.31923512202291077,0.06576055213753276,3.13,632.3333333,0.0,0.93,0.07,1,1,1,1
계란김밥,-0.27967988144642086,-0.39393630503444105,-0.4716821164222688,0.15780837996416455,0.705,147.5,54.515,0.605,,1,0,0,0
고추김밥,-0.3221620571689496,-0.5660956630633891,-0.5677647184779919,0.3032519174391453,0.65,152.0,18.31,0.37,,1,0,0,0
김치김밥,-0.05133818693782894,-0.4487142825891063,-0.367456920971993,0.5208195104839112,0.6,291.5,33.905,0.725,0.02,1,0,0,1
날치알김밥,0.17169323560544686,-0.26090407383025377,-0.3316295100359606,0.8188791434463375,0.97,276.0,51.2,0.8,0.03,1,0,0,1
돈가스김밥,0.5381020012122572,-0.2710771268046917,0.09829942119642743,1.0221016204661737,1.18,233.0,16.13,1.185,0.04,1,0,0,1
멸치고추김밥,-0.024786827111248487,-0.1904752455456842,-0.5417084196154229,0.6220322735486923,0.93,280.0,37.74,0.44,,1,0,0,1
소고기김밥,0.15841755569215665,-0.24720957944158756,-0.25590339146661956,0.6843936807126223,0.5425,256.25,30.3225,1.02,0.105,1,0,0,1
참치김밥,0.22798211843779756,-0.12661977456767431,-0.042404592661445015,0.5189068283472538,0.842,254.4,27.45,0.868,0.045,1,0,0,1
야채김밥,-0.1118752873424324,-0.4909715795598481,-0.4961098966059273,0.5643330290928643,0.5,183.4,21.568,0.528,0.02,1,0,0,1
치즈김밥,0.2672781309811365,-0.21864677685951206,-0.019768183024588184,0.6124688628654058,0.405,195.0,30.36,1.85,0.13,1,0,0,1
김부각,2.1772059474858056,0.7850944494299935,1.6041363601718992,2.464317081830766,0.643333333,271.3333333,0.0,2.276666667,,2,1,1,2
김치 고기만두,1.8019467289574866,1.4685149318241795,0.021759043287631105,2.36629212232708,1.44,552.0,23.01666667,1.26,,2,1,0,2
김치 돼지고기볶음,-0.12037172248693812,0.20079602270192515,0.24323758361946746,-0.6722159722560684,2.27,294.0,24.12,2.44,,0,1,1,1
김치 된장국,-1.161185027688892,-0.8947635283913811,-0.7713295533418121,-0.854717726128784,0.71,239.0,0.99,0.06,,0,0,0,0
김치 볶음밥,0.05486725236849287,-0.4721905586839629,-0.38699914511891964,0.7013288871309422,1.01,152.5,6.495,0.575,,1,0,0,1
김치 청국장찌개,-1.0071871406947253,-0.6600007674428154,-0.7013032501486579,-0.7630683737472893,0.735,194.0,1.42,0.165,,0,0,0,0
김치 콩나물국,-1.2116326113593947,-0.898676241073857,-0.7965715928649258,-0.9103050507253863,0.3925,210.75,4.825,0.045,,0,0,0,0
김치국,-1.2036672034114206,-0.9080667515117997,-0.7859862214520071,-0.890978991636245,0.415,168.0,0.0,0.05,,0,0,0,0
김치만두,-0.5372280717642512,-0.26481678651272994,-0.5237947141474069,-0.344270680908372,0.405,278.0,9.4,0.41,,0,0,0,0
김치볶음,-0.7257427265329724,-0.8609576908147876,-0.30166476634400635,-0.5882173484212029,2.884,394.6,0.932,0.404,0.08,0,0,0,0
김치순두부,-0.874430341561823,-0.3313329021148235,-0.5400799009365125,-0.8889866144105605,0.86,107.0,5.3,0.44,,0,0,0,0
김치전,0.4000349301140388,-0.20612609627558853,0.11295608930662246,0.6204383717681445,2.08,496.0,31.73,1.08,,1,0,0,1
김치전골,-0.7204324545676564,-0.5880068540852552,-0.40572710992639116,-0.5897315551127232,0.795,185.5,5.695,0.45,0.01,0,0,0,0
꽁치김치찌개,-0.7204324545676564,-0.29846611558202435,-0.3487289561645215,-0.8104869517185844,0.7425,248.0,18.0925,0.565,0.72,0,0,0,0
돼지고기김치찌개,-0.8292930298566362,-0.41702130986105,-0.4834888768443704,-0.8063029595446466,0.73,228.75,8.18,0.56,0.01,0,0,0,0
참치김치찌개,-0.8808026679202022,-0.3917451859322544,-0.5742787931936342,-0.8156671325053645,0.736,280.0,5.36,0.168,0.03,0,0,0,0
돼지고기 김치찜,-0.29030042537705303,0.5200733775919745,-0.23554690798023753,-0.5534702896052622,2.84,412.0,29.23,1.2,0.02,0,1,0,0
돼지고기 묵은지찜,-0.7682249022555012,-0.3000312006550147,-0.4651680417066267,-0.7734287353208497,0.71,488.0,15.79,0.77,0.02,0,0,0,0
깍두기,-0.9806357808681448,-0.8572014866396105,-0.7496159710106218,-0.5574550440566315,2.34,743.6666667,1.993333333,0.043333333,0.0,0,0,0,0
